id,pokemon_id,method,move_id
3620,47,TM28,100
3621,47,TM31,50
3622,47,TM32,108
3623,47,TM36,440
3624,47,TM40,6
3625,47,TM42,142
3626,47,TM44,377
3627,47,TM45,24
3628,47,TM46,503
3629,47,TM48,396
3630,47,TM53,136
3631,47,TM54,146
3632,47,TM68,188
3633,47,TM70,163
3634,47,TM75,489
3635,47,TM76,473
3636,47,TM81,555
3637,47,TM86,191
3638,47,TM87,483
3639,47,TM90,476
3640,47,TM94,388
3641,47,HM01,92
3642,47,Breeding,406
3643,47,Breeding,83
3644,47,Breeding,349
3645,47,Breeding,157
3646,47,Breeding,486
3647,47,Breeding,359
3648,47,Breeding,292
3649,47,Breeding,54
3650,47,Breeding,87
3651,47,Breeding,9
3652,47,Breeding,135
3653,47,Breeding,314
3654,47,Breeding,264
3655,47,Move Tutor,8
3656,47,Move Tutor,54
3657,47,Move Tutor,187
3658,47,Move Tutor,257
3659,47,Move Tutor,410
3660,47,Move Tutor,438
3661,47,Move Tutor,448
3662,47,Move Tutor,491
3663,47,Move Tutor,552
3664,47,Gen IV TM09,59
3665,47,Gen IV TM43,408
3666,47,Gen IV TM78,62
3667,47,Move Tutor - HGSS,471
3668,47,Move Tutor - FRLG,43
3669,47,Move Tutor - FRLG,109
3670,47,Move Tutor - FRLG,297
3671,48,Level 0,492
3672,48,Level 0,101
3673,48,Level 0,173
3674,48,Level 5,481
3675,48,Level 11,75
3676,48,Level 13,339
3677,48,Level 17,263
3678,48,Level 23,474
3679,48,Level 25,349
3680,48,Level 29,437
3681,48,Level 35,424
3682,48,Level 37,558
3683,48,Level 41,334
3684,48,Level 47,351
3685,48,TM06,513
3686,48,TM09,527
3687,48,TM10,224
3688,48,TM11,478
3689,48,TM17,348
3690,48,TM21,178
3691,48,TM22,451
3692,48,TM27,379
3693,48,TM29,351
3694,48,TM32,108
3695,48,TM36,440
3696,48,TM42,142
3697,48,TM44,377
3698,48,TM45,24
3699,48,TM46,503
3700,48,TM48,396
3701,48,TM70,163
3702,48,TM76,473
3703,48,TM87,483
3704,48,TM90,476
3705,48,Breeding,31
3706,48,Breeding,406
3707,48,Breeding,187
3708,48,Breeding,424
3709,48,Breeding,9
3710,48,Breeding,307
3711,48,Breeding,514
3712,48,Breeding,54
3713,48,Breeding,408
3714,48,Breeding,429
3715,48,Breeding,365
3716,48,Move Tutor,54
3717,48,Move Tutor,187
3718,48,Move Tutor,424
3719,48,Move Tutor,429
3720,48,Move Tutor,438
3721,48,Move Tutor,448
3722,48,Move Tutor,558
3723,48,Gen IV TM58,135
3724,48,Gen IV TM78,62
3725,48,Gen IV TM83,314
3726,48,Move Tutor - PtHGSS,487
3727,48,Move Tutor - HGSS,471
3728,48,Move Tutor - FRLG,109
3729,48,Move Tutor - FRLG,297
3730,49,Level 0,425
3731,49,Level 0,492
3732,49,Level 0,101
3733,49,Level 0,173
3734,49,Level 0,481
3735,49,Level 5,481
3736,49,Level 11,75
3737,49,Level 13,339
3738,49,Level 17,263
3739,49,Level 23,474
3740,49,Level 25,349
3741,49,Level 29,437
3742,49,Level 31,202
3743,49,Level 37,424
3744,49,Level 41,558
3745,49,Level 47,334
3746,49,Level 55,351
3747,49,Level 59,55
3748,49,Level 63,363
3749,49,TM06,513
3750,49,TM09,527
3751,49,TM10,224
3752,49,TM11,478
3753,49,TM15,233
3754,49,TM17,348
3755,49,TM21,178
3756,49,TM22,451
3757,49,TM27,379
3758,49,TM29,351
3759,49,TM32,108
3760,49,TM36,440
3761,49,TM40,6
3762,49,TM42,142
3763,49,TM44,377
3764,49,TM45,24
3765,49,TM46,503
3766,49,TM48,396
3767,49,TM53,136
3768,49,TM62,4
3769,49,TM68,188
3770,49,TM70,163
3771,49,TM76,473
3772,49,TM87,483
3773,49,TM89,523
3774,49,TM90,476
3775,49,Breeding,31
3776,49,Breeding,406
3777,49,Breeding,187
3778,49,Breeding,424
3779,49,Breeding,9
3780,49,Breeding,307
3781,49,Breeding,514
3782,49,Breeding,54
3783,49,Breeding,408
3784,49,Breeding,429
3785,49,Breeding,365
3786,49,Move Tutor,54
3787,49,Move Tutor,187
3788,49,Move Tutor,395
3789,49,Move Tutor,424
3790,49,Move Tutor,429
3791,49,Move Tutor,438
3792,49,Move Tutor,448
3793,49,Move Tutor,496
3794,49,Move Tutor,558
3795,49,Gen IV TM58,135
3796,49,Gen IV TM78,62
3797,49,Gen IV TM83,314
3798,49,Gen IV HM05 DPt,97
3799,49,Move Tutor - PtHGSS,10
3800,49,Move Tutor - PtHGSS,323
3801,49,Move Tutor - PtHGSS,487
3802,49,Move Tutor - PtHGSS,522
3803,49,Move Tutor - HGSS,471
3804,49,Move Tutor - FRLG,109
3805,49,Move Tutor - FRLG,297
3806,49,XD Purification,375
3807,50,Level 0,405
3808,50,Level 0,401
3809,50,Level 4,195
3810,50,Level 7,22
3811,50,Level 12,311
3812,50,Level 15,282
3813,50,Level 18,57
3814,50,Level 23,477
3815,50,Level 26,308
3816,50,Level 29,125
3817,50,Level 34,100
3818,50,Level 37,436
3819,50,Level 40,126
3820,50,Level 45,156
3821,50,TM01,225
3822,50,TM06,513
3823,50,TM10,224
3824,50,TM11,478
3825,50,TM17,348
3826,50,TM21,178
3827,50,TM26,126
3828,50,TM27,379
3829,50,TM28,100
3830,50,TM32,108
3831,50,TM36,440
3832,50,TM37,402
3833,50,TM39,390
3834,50,TM40,6
3835,50,TM42,142
3836,50,TM44,377
3837,50,TM45,24
3838,50,TM46,503
3839,50,TM48,396
3840,50,TM49,127
3841,50,TM65,415
3842,50,TM78,57
3843,50,TM80,387
3844,50,TM87,483
3845,50,TM90,476
3846,50,TM94,388
3847,50,HM01,92
3848,50,Breeding,143
3849,50,Breeding,406
3850,50,Breeding,14
3851,50,Breeding,359
3852,50,Breeding,32
3853,50,Breeding,524
3854,50,Breeding,308
3855,50,Breeding,22
3856,50,Breeding,381
3857,50,Breeding,210
3858,50,Breeding,135
3859,50,Breeding,150
3860,50,Breeding,290
3861,50,Move Tutor,125
3862,50,Move Tutor,438
3863,50,Move Tutor,448
3864,50,Move Tutor,462
3865,50,Move Tutor,524
3866,50,Gen IV TM43,408
3867,50,Gen IV TM78,62
3868,50,Gen IV TM83,314
3869,50,Move Tutor - FRLG,43
3870,50,Move Tutor - FRLG,109
3871,50,Move Tutor - FRLG,297
3872,51,Level 0,319
3873,51,Level 0,516
3874,51,Level 0,405
3875,51,Level 0,401
3876,51,Level 0,195
3877,51,Level 4,195
3878,51,Level 7,22
3879,51,Level 12,311
3880,51,Level 15,282
3881,51,Level 18,57
3882,51,Level 23,477
3883,51,Level 26,400
3884,51,Level 28,308
3885,51,Level 33,125
3886,51,Level 40,100
3887,51,Level 45,436
3888,51,Level 50,126
3889,51,Level 57,156
3890,51,TM01,225
3891,51,TM06,513
3892,51,TM10,224
3893,51,TM11,478
3894,51,TM15,233
3895,51,TM17,348
3896,51,TM21,178
3897,51,TM26,126
3898,51,TM27,379
3899,51,TM28,100
3900,51,TM32,108
3901,51,TM34,441
3902,51,TM36,440
3903,51,TM37,402
3904,51,TM39,390
3905,51,TM40,6
3906,51,TM42,142
3907,51,TM44,377
3908,51,TM45,24
3909,51,TM46,503
3910,51,TM48,396
3911,51,TM49,127
3912,51,TM65,415
3913,51,TM68,188
3914,51,TM71,467
3915,51,TM78,57
3916,51,TM80,387
3917,51,TM87,483
3918,51,TM90,476
3919,51,TM94,388
3920,51,HM01,92
3921,51,Breeding,143
3922,51,Breeding,406
3923,51,Breeding,14
3924,51,Breeding,359
3925,51,Breeding,32
3926,51,Breeding,524
3927,51,Breeding,308
3928,51,Breeding,22
3929,51,Breeding,381
3930,51,Breeding,210
3931,51,Breeding,135
3932,51,Breeding,150
3933,51,Breeding,290
3934,51,Move Tutor,125
3935,51,Move Tutor,438
3936,51,Move Tutor,448
3937,51,Move Tutor,462
3938,51,Move Tutor,524
3939,51,Gen IV TM43,408
3940,51,Gen IV TM78,62
3941,51,Gen IV TM83,314
3942,51,Move Tutor - FRLG,43
3943,51,Move Tutor - FRLG,109
3944,51,Move Tutor - FRLG,297
3945,51,XD Purification,65
3946,52,Level 0,405
3947,52,Level 0,195
3948,52,Level 6,37
3949,52,Level 9,144
3950,52,Level 14,181
3951,52,Level 17,406
3952,52,Level 22,143
3953,52,Level 25,498
3954,52,Level 30,327
3955,52,Level 33,436
3956,52,Level 38,313
3957,52,Level 41,21
3958,52,Level 46,62
3959,52,Level 49,319
3960,52,Level 54,148
3961,52,TM01,225
3962,52,TM06,513
3963,52,TM10,224
3964,52,TM11,478
3965,52,TM12,498
3966,52,TM17,348
3967,52,TM18,366
3968,52,TM21,178
3969,52,TM24,508
3970,52,TM25,505
3971,52,TM27,379
3972,52,TM28,100
3973,52,TM30,414
3974,52,TM32,108
3975,52,TM40,6
3976,52,TM41,512
3977,52,TM42,142
3978,52,TM44,377
3979,52,TM45,24
3980,52,TM46,503
3981,52,TM48,396
3982,52,TM49,127
3983,52,TM65,415
3984,52,TM66,328
3985,52,TM67,378
3986,52,TM70,163
3987,52,TM77,350
3988,52,TM83,551
3989,52,TM85,120
3990,52,TM87,483
3991,52,TM89,523
3992,52,TM90,476
3993,52,HM01,92
3994,52,Breeding,459
3995,52,Breeding,65
3996,52,Breeding,236
3997,52,Breeding,13
3998,52,Breeding,20
3999,52,Breeding,322
4000,52,Breeding,157
4001,52,Breeding,258
4002,52,Breeding,358
4003,52,Breeding,495
4004,52,Breeding,447
4005,52,Breeding,252
4006,52,Breeding,174
4007,52,Move Tutor,84
4008,52,Move Tutor,93
4009,52,Move Tutor,174
4010,52,Move Tutor,201
4011,52,Move Tutor,235
4012,52,Move Tutor,245
4013,52,Move Tutor,252
4014,52,Move Tutor,257
4015,52,Move Tutor,258
4016,52,Move Tutor,410
4017,52,Move Tutor,438
4018,52,Move Tutor,447
4019,52,Move Tutor,448
4020,52,Move Tutor,459
4021,52,Move Tutor,524
4022,52,Gen IV TM03,536
4023,52,Gen IV TM34,423
4024,52,Gen IV TM43,408
4025,52,Gen IV TM58,135
4026,52,Gen IV TM83,314
4027,52,Move Tutor - PtHGSS,487
4028,52,Move Tutor - PtHGSS,311
4029,52,Move Tutor - HGSS,210
4030,52,Move Tutor - XD,320
4031,52,Move Tutor - Emerald,96
4032,52,Move Tutor - FRLG,43
4033,52,Move Tutor - FRLG,109
4034,52,Move Tutor - FRLG,297
4035,52,XD Purification,427
4036,53,Level 0,488
4037,53,Level 0,405
4038,53,Level 0,195
4039,53,Level 0,37
4040,53,Level 0,144
4041,53,Level 6,37
4042,53,Level 9,144
4043,53,Level 14,181
4044,53,Level 17,406
4045,53,Level 22,143
4046,53,Level 25,498
4047,53,Level 32,342
4048,53,Level 37,436
4049,53,Level 44,313
4050,53,Level 49,21
4051,53,Level 56,62
4052,53,Level 61,319
4053,53,Level 68,148
4054,53,Level 0,488
4055,53,Level 0,405
4056,53,Level 0,195
4057,53,Level 0,37
4058,53,Level 0,144
4059,53,Level 6,37
4060,53,Level 9,144
4061,53,Level 14,181
4062,53,Level 17,406
4063,53,Level 22,143
4064,53,Level 25,498
4065,53,Level 28,487
4066,53,Level 32,342
4067,53,Level 37,436
4068,53,Level 44,313
4069,53,Level 49,21
4070,53,Level 56,62
4071,53,Level 61,319
4072,53,Level 68,148
4073,53,TM01,225
4074,53,TM05,382
4075,53,TM06,513
4076,53,TM10,224
4077,53,TM11,478
4078,53,TM12,498
4079,53,TM15,233
4080,53,TM17,348
4081,53,TM18,366
4082,53,TM21,178
4083,53,TM24,508
4084,53,TM25,505
4085,53,TM27,379
4086,53,TM28,100
4087,53,TM30,414
4088,53,TM32,108
4089,53,TM40,6
4090,53,TM41,512
4091,53,TM42,142
4092,53,TM44,377
4093,53,TM45,24
4094,53,TM46,503
4095,53,TM48,396
4096,53,TM49,127
4097,53,TM63,131
4098,53,TM65,415
4099,53,TM66,328
4100,53,TM67,378
4101,53,TM68,188
4102,53,TM70,163
4103,53,TM77,350
4104,53,TM83,551
4105,53,TM85,120
4106,53,TM87,483
4107,53,TM89,523
4108,53,TM90,476
4109,53,HM01,92
4110,53,Breeding,459
4111,53,Breeding,65
4112,53,Breeding,236
4113,53,Breeding,13
4114,53,Breeding,20
4115,53,Breeding,322
4116,53,Breeding,157
4117,53,Breeding,258
4118,53,Breeding,358
4119,53,Breeding,495
4120,53,Breeding,447
4121,53,Breeding,252
4122,53,Breeding,174
4123,53,Move Tutor,84
4124,53,Move Tutor,93
4125,53,Move Tutor,174
4126,53,Move Tutor,201
4127,53,Move Tutor,235
4128,53,Move Tutor,245
4129,53,Move Tutor,252
4130,53,Move Tutor,257
4131,53,Move Tutor,258
4132,53,Move Tutor,410
4133,53,Move Tutor,438
4134,53,Move Tutor,447
4135,53,Move Tutor,448
4136,53,Move Tutor,459
4137,53,Move Tutor,524
4138,53,Pre-evolution,327
4139,53,Gen IV TM03,536
4140,53,Gen IV TM34,423
4141,53,Gen IV TM43,408
4142,53,Gen IV TM58,135
4143,53,Gen IV TM83,314
4144,53,Move Tutor - PtHGSS,487
4145,53,Move Tutor - PtHGSS,311
4146,53,Move Tutor - HGSS,210
4147,53,Move Tutor - XD,320
4148,53,Move Tutor - Emerald,96
4149,53,Move Tutor - FRLG,43
4150,53,Move Tutor - FRLG,109
4151,53,Move Tutor - FRLG,297
4152,54,Level 0,537
4153,54,Level 0,405
4154,54,Level 5,495
4155,54,Level 9,534
4156,54,Level 14,101
4157,54,Level 18,75
4158,54,Level 22,536
4159,54,Level 27,181
4160,54,Level 31,406
4161,54,Level 35,449
4162,54,Level 40,350
4163,54,Level 44,558
4164,54,Level 48,13
4165,54,Level 53,232
4166,54,Level 57,549
4167,54,Level 0,537
4168,54,Level 0,405
4169,54,Level 4,495
4170,54,Level 8,534
4171,54,Level 11,101
4172,54,Level 15,75
4173,54,Level 18,536
4174,54,Level 22,181
4175,54,Level 25,406
4176,54,Level 29,558
4177,54,Level 32,17
4178,54,Level 36,449
4179,54,Level 39,350
4180,54,Level 43,13
4181,54,Level 46,232
4182,54,Level 50,549
4183,54,TM01,225
4184,54,TM03,355
4185,54,TM04,60
4186,54,TM06,513
4187,54,TM07,204
4188,54,TM10,224
4189,54,TM13,238
4190,54,TM14,40
4191,54,TM16,267
4192,54,TM17,348
4193,54,TM18,366
4194,54,TM19,501
4195,54,TM21,178
4196,54,TM27,379
4197,54,TM28,100
4198,54,TM29,351
4199,54,TM31,50
4200,54,TM32,108
4201,54,TM40,6
4202,54,TM42,142
4203,54,TM44,377
4204,54,TM45,24
4205,54,TM48,396
4206,54,TM55,403
4207,54,TM56,166
4208,54,TM65,415
4209,54,TM70,163
4210,54,TM77,350
4211,54,TM87,483
4212,54,TM90,476
4213,54,TM94,388
4214,54,HM03,482
4215,54,HM04,470
4216,54,HM05,539
4217,54,HM06,103
4218,54,Breeding,236
4219,54,Breeding,349
4220,54,Breeding,173
4221,54,Breeding,184
4222,54,Breeding,86
4223,54,Breeding,375
4224,54,Breeding,74
4225,54,Breeding,556
4226,54,Breeding,308
4227,54,Breeding,133
4228,54,Breeding,408
4229,54,Breeding,438
4230,54,Breeding,490
4231,54,Move Tutor,17
4232,54,Move Tutor,241
4233,54,Move Tutor,245
4234,54,Move Tutor,252
4235,54,Move Tutor,392
4236,54,Move Tutor,424
4237,54,Move Tutor,438
4238,54,Move Tutor,448
4239,54,Move Tutor,549
4240,54,Move Tutor,552
4241,54,Move Tutor,558
4242,54,Gen IV TM01,170
4243,54,Gen IV TM55,51
4244,54,Gen IV TM58,135
4245,54,Gen IV TM78,62
4246,54,Gen IV TM83,314
4247,54,Gen IV HM05 HGSS,541
4248,54,Move Tutor - PtHGSS,487
4249,54,Move Tutor - PtHGSS,311
4250,54,Move Tutor - HGSS,210
4251,54,Move Tutor - Emerald,124
4252,54,Move Tutor - FRLG,288
4253,54,Move Tutor - FRLG,287
4254,54,Move Tutor - FRLG,43
4255,54,Move Tutor - FRLG,109
4256,54,Move Tutor - FRLG,83
4257,54,Move Tutor - FRLG,412
4258,54,Move Tutor - FRLG,297
4259,55,Level 0,15
4260,55,Level 0,537
4261,55,Level 0,405
4262,55,Level 0,495
4263,55,Level 0,534
4264,55,Level 5,495
4265,55,Level 9,534
4266,55,Level 14,101
4267,55,Level 18,75
4268,55,Level 22,536
4269,55,Level 27,181
4270,55,Level 31,406
4271,55,Level 37,449
4272,55,Level 44,350
4273,55,Level 50,558
4274,55,Level 56,13
4275,55,Level 63,232
4276,55,Level 69,549
4277,55,Level 0,15
4278,55,Level 0,537
4279,55,Level 0,405
4280,55,Level 0,495
4281,55,Level 0,534
4282,55,Level 4,495
4283,55,Level 8,534
4284,55,Level 11,101
4285,55,Level 15,75
4286,55,Level 18,536
4287,55,Level 22,181
4288,55,Level 25,406
4289,55,Level 29,558
4290,55,Level 32,17
4291,55,Level 38,449
4292,55,Level 43,350
4293,55,Level 49,13
4294,55,Level 54,232
4295,55,Level 60,549
4296,55,TM01,225
4297,55,TM03,355
4298,55,TM04,60
4299,55,TM06,513
4300,55,TM07,204
4301,55,TM10,224
4302,55,TM13,238
4303,55,TM14,40
4304,55,TM15,233
4305,55,TM16,267
4306,55,TM17,348
4307,55,TM18,366
4308,55,TM19,501
4309,55,TM21,178
4310,55,TM27,379
4311,55,TM28,100
4312,55,TM29,351
4313,55,TM31,50
4314,55,TM32,108
4315,55,TM40,6
4316,55,TM42,142
4317,55,TM44,377
4318,55,TM45,24
4319,55,TM47,271
4320,55,TM48,396
4321,55,TM52,168
4322,55,TM55,403
4323,55,TM56,166
4324,55,TM65,415
4325,55,TM68,188
4326,55,TM70,163
4327,55,TM77,350
4328,55,TM87,483
4329,55,TM90,476
4330,55,TM94,388
4331,55,HM03,482
4332,55,HM04,470
4333,55,HM05,539
4334,55,HM06,103
4335,55,Breeding,236
4336,55,Breeding,349
4337,55,Breeding,173
4338,55,Breeding,184
4339,55,Breeding,86
4340,55,Breeding,375
4341,55,Breeding,74
4342,55,Breeding,556
4343,55,Breeding,308
4344,55,Breeding,133
4345,55,Breeding,408
4346,55,Breeding,438
4347,55,Breeding,490
4348,55,Move Tutor,17
4349,55,Move Tutor,241
4350,55,Move Tutor,245
4351,55,Move Tutor,252
4352,55,Move Tutor,270
4353,55,Move Tutor,392
4354,55,Move Tutor,424
4355,55,Move Tutor,438
4356,55,Move Tutor,448
4357,55,Move Tutor,549
4358,55,Move Tutor,552
4359,55,Move Tutor,558
4360,55,Gen IV TM01,170
4361,55,Gen IV TM55,51
4362,55,Gen IV TM58,135
4363,55,Gen IV TM78,62
4364,55,Gen IV TM83,314
4365,55,Gen IV HM05 HGSS,541
4366,55,Move Tutor - PtHGSS,180
4367,55,Move Tutor - PtHGSS,487
4368,55,Move Tutor - PtHGSS,311
4369,55,Move Tutor - HGSS,210
4370,55,Move Tutor - Emerald,124
4371,55,Move Tutor - FRLG,288
4372,55,Move Tutor - FRLG,287
4373,55,Move Tutor - FRLG,43
4374,55,Move Tutor - FRLG,109
4375,55,Move Tutor - FRLG,83
4376,55,Move Tutor - FRLG,412
4377,55,Move Tutor - FRLG,297
4378,55,XD Purification,65
4379,56,Level 0,84
4380,56,Level 0,405
4381,56,Level 0,270
4382,56,Level 0,265
4383,56,Level 0,169
4384,56,Level 9,181
4385,56,Level 13,255
4386,56,Level 17,412
4387,56,Level 21,406
4388,56,Level 25,21
4389,56,Level 33,483
4390,56,Level 37,86
4391,56,Level 41,504
4392,56,Level 45,358
4393,56,Level 49,71
4394,56,Level 53,150
4395,56,TM01,225
4396,56,TM06,513
4397,56,TM08,56
4398,56,TM10,224
4399,56,TM11,478
4400,56,TM12,498
4401,56,TM17,348
4402,56,TM18,366
4403,56,TM21,178
4404,56,TM23,442
4405,56,TM24,508
4406,56,TM25,505
4407,56,TM26,126
4408,56,TM27,379
4409,56,TM28,100
4410,56,TM31,50
4411,56,TM32,108
4412,56,TM39,390
4413,56,TM40,6
4414,56,TM42,142
4415,56,TM44,377
4416,56,TM45,24
4417,56,TM46,503
4418,56,TM47,271
4419,56,TM48,396
4420,56,TM50,325
4421,56,TM52,168
4422,56,TM56,166
4423,56,TM62,4
4424,56,TM66,328
4425,56,TM67,378
4426,56,TM78,57
4427,56,TM80,387
4428,56,TM83,551
4429,56,TM84,336
4430,56,TM87,483
4431,56,TM89,523
4432,56,TM90,476
4433,56,TM94,388
4434,56,HM04,470
4435,56,Breeding,173
4436,56,Breeding,285
4437,56,Breeding,83
4438,56,Breeding,381
4439,56,Breeding,32
4440,56,Breeding,380
4441,56,Breeding,443
4442,56,Breeding,71
4443,56,Breeding,133
4444,56,Breeding,170
4445,56,Breeding,438
4446,56,Move Tutor,84
4447,56,Move Tutor,123
4448,56,Move Tutor,134
4449,56,Move Tutor,154
4450,56,Move Tutor,201
4451,56,Move Tutor,221
4452,56,Move Tutor,241
4453,56,Move Tutor,252
4454,56,Move Tutor,270
4455,56,Move Tutor,324
4456,56,Move Tutor,392
4457,56,Move Tutor,410
4458,56,Move Tutor,438
4459,56,Move Tutor,459
4460,56,Move Tutor,509
4461,56,Move Tutor,524
4462,56,Gen IV TM43,408
4463,56,Gen IV TM58,135
4464,56,Gen IV TM78,62
4465,56,Gen IV TM83,314
4466,56,Move Tutor - PtHGSS,526
4467,56,Move Tutor - PtHGSS,487
4468,56,Move Tutor - PtHGSS,311
4469,56,Move Tutor - HGSS,210
4470,56,Move Tutor - Emerald,124
4471,56,Move Tutor - Emerald,350
4472,56,Move Tutor - Emerald,96
4473,56,Move Tutor - FRLG,288
4474,56,Move Tutor - FRLG,287
4475,56,Move Tutor - FRLG,43
4476,56,Move Tutor - FRLG,109
4477,56,Move Tutor - FRLG,297
4478,56,Move Tutor - FRLG,295
4479,57,Level 0,166
4480,57,Level 0,405
4481,57,Level 0,270
4482,57,Level 0,265
4483,57,Level 0,169
4484,57,Level 9,181
4485,57,Level 13,255
4486,57,Level 17,412
4487,57,Level 21,406
4488,57,Level 25,21
4489,57,Level 28,364
4490,57,Level 35,483
4491,57,Level 41,86
4492,57,Level 47,504
4493,57,Level 53,358
4494,57,Level 59,71
4495,57,Level 63,150
4496,57,TM01,225
4497,57,TM06,513
4498,57,TM08,56
4499,57,TM10,224
4500,57,TM11,478
4501,57,TM12,498
4502,57,TM15,233
4503,57,TM17,348
4504,57,TM18,366
4505,57,TM21,178
4506,57,TM23,442
4507,57,TM24,508
4508,57,TM25,505
4509,57,TM26,126
4510,57,TM27,379
4511,57,TM28,100
4512,57,TM31,50
4513,57,TM32,108
4514,57,TM39,390
4515,57,TM40,6
4516,57,TM42,142
4517,57,TM44,377
4518,57,TM45,24
4519,57,TM46,503
4520,57,TM47,271
4521,57,TM48,396
4522,57,TM50,325
4523,57,TM52,168
4524,57,TM56,166
4525,57,TM62,4
4526,57,TM66,328
4527,57,TM67,378
4528,57,TM68,188
4529,57,TM71,467
4530,57,TM78,57
4531,57,TM80,387
4532,57,TM83,551
4533,57,TM84,336
4534,57,TM87,483
4535,57,TM89,523
4536,57,TM90,476
4537,57,TM94,388
4538,57,HM04,470
4539,57,Breeding,173
4540,57,Breeding,285
4541,57,Breeding,83
4542,57,Breeding,381
4543,57,Breeding,32
4544,57,Breeding,380
4545,57,Breeding,443
4546,57,Breeding,71
4547,57,Breeding,133
4548,57,Breeding,170
4549,57,Breeding,438
4550,57,Move Tutor,84
4551,57,Move Tutor,123
4552,57,Move Tutor,134
4553,57,Move Tutor,154
4554,57,Move Tutor,201
4555,57,Move Tutor,221
4556,57,Move Tutor,241
4557,57,Move Tutor,252
4558,57,Move Tutor,270
4559,57,Move Tutor,324
4560,57,Move Tutor,392
4561,57,Move Tutor,410
4562,57,Move Tutor,438
4563,57,Move Tutor,459
4564,57,Move Tutor,509
4565,57,Move Tutor,524
4566,57,Pre-evolution,84
4567,57,Gen IV TM43,408
4568,57,Gen IV TM58,135
4569,57,Gen IV TM78,62
4570,57,Gen IV TM83,314
4571,57,Move Tutor - PtHGSS,526
4572,57,Move Tutor - PtHGSS,487
4573,57,Move Tutor - PtHGSS,311
4574,57,Move Tutor - HGSS,210
4575,57,Move Tutor - Emerald,124
4576,57,Move Tutor - Emerald,350
4577,57,Move Tutor - Emerald,96
4578,57,Move Tutor - FRLG,288
4579,57,Move Tutor - FRLG,287
4580,57,Move Tutor - FRLG,43
4581,57,Move Tutor - FRLG,109
4582,57,Move Tutor - FRLG,297
4583,57,Move Tutor - FRLG,295
4584,58,Level 0,37
4585,58,Level 0,382
4586,58,Level 6,132
4587,58,Level 9,265
4588,58,Level 14,322
4589,58,Level 17,221
4590,58,Level 20,160
4591,58,Level 25,381
4592,58,Level 28,152
4593,58,Level 31,158
4594,58,Level 34,497
4595,58,Level 39,161
4596,58,Level 42,9
4597,58,Level 45,88
4598,58,Level 48,378
4599,58,Level 51,219
4600,58,Level 56,162
4601,58,Level 0,37
4602,58,Level 0,382
4603,58,Level 6,132
4604,58,Level 8,265
4605,58,Level 10,322
4606,58,Level 12,221
4607,58,Level 17,160
4608,58,Level 19,381
4609,58,Level 21,152
4610,58,Level 23,497
4611,58,Level 28,158
4612,58,Level 30,9
4613,58,Level 32,378
4614,58,Level 34,161
4615,58,Level 39,88
4616,58,Level 41,219
4617,58,Level 43,324
4618,58,Level 45,162
4619,58,TM05,382
4620,58,TM06,513
4621,58,TM10,224
4622,58,TM11,478
4623,58,TM17,348
4624,58,TM20,399
4625,58,TM21,178
4626,58,TM27,379
4627,58,TM28,100
4628,58,TM32,108
4629,58,TM35,161
4630,58,TM38,151
4631,58,TM40,6
4632,58,TM42,142
4633,58,TM43,159
4634,58,TM44,377
4635,58,TM45,24
4636,58,TM46,503
4637,58,TM48,396
4638,58,TM50,325
4639,58,TM59,247
4640,58,TM61,545
4641,58,TM67,378
4642,58,TM87,483
4643,58,TM90,476
4644,58,TM93,544
4645,58,TM94,388
4646,58,TM95,446
4647,58,HM04,470
4648,58,Breeding,43
4649,58,Breeding,88
4650,58,Breeding,504
4651,58,Breeding,155
4652,58,Breeding,229
4653,58,Breeding,219
4654,58,Breeding,109
4655,58,Breeding,162
4656,58,Breeding,307
4657,58,Breeding,84
4658,58,Breeding,252
4659,58,Breeding,107
4660,58,Breeding,71
4661,58,Move Tutor,84
4662,58,Move Tutor,219
4663,58,Move Tutor,221
4664,58,Move Tutor,252
4665,58,Move Tutor,324
4666,58,Move Tutor,438
4667,58,Move Tutor,448
4668,58,Gen IV TM43,408
4669,58,Gen IV TM58,135
4670,58,Gen IV TM78,62
4671,58,Gen IV TM83,314
4672,58,Move Tutor - PtHGSS,487
4673,58,Move Tutor - PtHGSS,311
4674,58,Move Tutor - HGSS,210
4675,58,Move Tutor - FRLG,297
4676,58,XD Purification,65
4677,59,Level 0,506
4678,59,Level 0,37
4679,59,Level 0,382
4680,59,Level 0,152
4681,59,Level 0,322
4682,59,Level 39,141
4683,59,Level 0,506
4684,59,Level 0,37
4685,59,Level 0,382
4686,59,Level 0,322
4687,59,Level 0,152
4688,59,Level 34,141
4689,59,TM05,382
4690,59,TM06,513
4691,59,TM10,224
4692,59,TM11,478
4693,59,TM15,233
4694,59,TM17,348
4695,59,TM20,399
4696,59,TM21,178
4697,59,TM22,451
4698,59,TM27,379
4699,59,TM28,100
4700,59,TM32,108
4701,59,TM35,161
4702,59,TM38,151
4703,59,TM40,6
4704,59,TM42,142
4705,59,TM43,159
4706,59,TM44,377
4707,59,TM45,24
4708,59,TM46,503
4709,59,TM48,396
4710,59,TM50,325
4711,59,TM59,247
4712,59,TM61,545
4713,59,TM67,378
4714,59,TM68,188
4715,59,TM78,57
4716,59,TM87,483
4717,59,TM90,476
4718,59,TM93,544
4719,59,TM94,388
4720,59,TM95,446
4721,59,HM04,470
4722,59,Breeding,43
4723,59,Breeding,88
