id,url,move_name,move_type,move_category,move_pp,move_power,move_accuracy,move_description,move_secondary_effect
135,https://www.serebii.net/attackdex-bw/endure.shtml,Endure,normal,other,10,0,0,The user endures any attack with at least 1 HP. Its chance of failing rises if it is used in succession.,"This move if used in succession with other protection moves has its success rate cut with each successive use until the 9th successive use where it caps off.Successive UseRate1 Use100%2 Uses50%1/23 Uses25%1/44 Uses12.5%1/85 Uses6.25%1/166 Uses3.125%1/327 Uses1.5625%1/648 Uses0.78125%1/1289+ Uses0.000000023283064%1/4294967295 Endure runs differently to the other moves. It doesn't prevent damage from attacks, but rather it prevents the Pokémon from fainting."
136,https://www.serebii.net/attackdex-bw/energyball.shtml,Energy Ball,grass,special,10,80,100,The user draws power from nature and fires it at the target. It may also lower the target's Sp. Def.,May lower opponent's SP. DEF one stage.
137,https://www.serebii.net/attackdex-bw/entrainment.shtml,Entrainment,normal,other,15,0,100,"The user dances with an odd rhythm that compels the target to mimic it, making the target's Ability the same as the user's.","This move changes the opponent's abiliy to that of the user of this move. Doesn't work against Pokémon with the Truant, Zen Mode or Multitype abilities."
138,https://www.serebii.net/attackdex-bw/eruption.shtml,Eruption,fire,special,5,150,100,"The user attacks the opposing team with explosive fury. The lower the user's HP, the less powerful this attack becomes.","Power wise, this attack has a Base Power of 150 but that completely changes all depending on the HP. This is calculated in the manner below:Base Power = (Current HP * 150) / Max HPThis gives it a maximum power of 150 and a Minimum of 1."
139,https://www.serebii.net/attackdex-bw/explosion.shtml,Explosion,normal,physical,5,250,100,The user explodes to inflict damage on those around it. The user faints upon using this move.,User faints.
140,https://www.serebii.net/attackdex-bw/extrasensory.shtml,Extrasensory,psychic,special,30,80,100,"The user attacks with an odd, unseeable power. It may also make the target flinch.",May cause opponent to flinch.
141,https://www.serebii.net/attackdex-bw/extremespeed.shtml,Extremespeed,normal,physical,5,80,100,The user charges the target at blinding speed. This attack always goes before any other move.,Always strikes first.
142,https://www.serebii.net/attackdex-bw/facade.shtml,Facade,normal,physical,20,70,100,"An attack move that doubles its power if the user is poisoned, burned, or has paralysis.","ATTACK is doubled when burned, paralyzed, or poisoned."
143,https://www.serebii.net/attackdex-bw/faintattack.shtml,Faint Attack,dark,physical,20,60,0,"The user approaches the target disarmingly, then throws a sucker punch. It hits without fail.",Cannot miss.
144,https://www.serebii.net/attackdex-bw/fakeout.shtml,Fake Out,normal,physical,10,40,100,An attack that hits first and makes the target flinch. It only works the first turn the user is in battle.,Causes opponent to flinch. Attacks first.
145,https://www.serebii.net/attackdex-bw/faketears.shtml,Fake Tears,dark,other,20,0,100,"The user feigns crying to fluster the target, harshly lowering its Sp. Def stat.",Lowers opponent's SP. DEF two stages.
146,https://www.serebii.net/attackdex-bw/falseswipe.shtml,False Swipe,normal,physical,40,40,100,A restrained attack that prevents the target from fainting. The target is left with at least 1 HP.,No effect.
147,https://www.serebii.net/attackdex-bw/featherdance.shtml,Featherdance,flying,other,15,0,100,The user covers the target's body with a mass of down that harshly lowers its Attack stat.,Lowers opponent's ATTACK two stages.
148,https://www.serebii.net/attackdex-bw/feint.shtml,Feint,normal,physical,10,30,100,An attack that hits a target using Protect or Detect. It also lifts the effects of those moves.,
149,https://www.serebii.net/attackdex-bw/fierydance.shtml,Fiery Dance,fire,special,10,80,100,"Cloaked in flames, the user dances and flaps its wings. It may also raise the user's Sp. Atk stat.",Raises user's SP. ATK one stage.
150,https://www.serebii.net/attackdex-bw/finalgambit.shtml,Final Gambit,fighting,special,5,1,100,The user risks everything to attack its target. The user faints but does damage equal to the user's HP.,User faints. Does damage to the opponent equal to the amount of lost HP on the user.
151,https://www.serebii.net/attackdex-bw/fireblast.shtml,Fire Blast,fire,special,5,120,85,The target is attacked with an intense blast of all-consuming fire. It may also leave the target with a burn.,May induce burn.
152,https://www.serebii.net/attackdex-bw/firefang.shtml,Fire Fang,fire,physical,15,65,95,The user bites with flame-cloaked fangs. It may also make the target flinch or leave it burned.,May BURN opponent or cause opponent to flinch.
153,https://www.serebii.net/attackdex-bw/firepledge.shtml,Fire Pledge,fire,special,10,50,100,"A column of fire hits opposing Pokémon. When used with its Grass equivalent, its damage increases into a vast sea of fire.","This move, if used in Double/Triple Battles with Water Pledge, will create a rainbow which doubles the changes of moves having Seconday Effects for four turns
This move, if used in Double/Triple Battles with Grass Pledge, will damage the opponents by 1/8th of their total Hit Points for four turns. If the opponents are of the Fire-Type, they don't receive damage"
154,https://www.serebii.net/attackdex-bw/firepunch.shtml,Fire Punch,fire,physical,15,75,100,The target is punched with a fiery fist. It may also leave the target with a burn.,May induce burn.
155,https://www.serebii.net/attackdex-bw/firespin.shtml,Fire Spin,fire,special,15,35,85,The target becomes trapped within a fierce vortex of fire that rages for four to five turns.,Traps opponent.
156,https://www.serebii.net/attackdex-bw/fissure.shtml,Fissure,ground,physical,5,1,30,The user opens up a fissure in the ground and drops the target in. The target instantly faints if it hits.,May cause one-hit KO.
157,https://www.serebii.net/attackdex-bw/flail.shtml,Flail,normal,physical,15,1,100,The user flails about aimlessly to attack. It becomes more powerful the less HP the user has.,Inflicts more damage when the user's HP is down.
158,https://www.serebii.net/attackdex-bw/flameburst.shtml,Flame Burst,fire,special,15,70,100,The user attacks the target with a bursting flame. The bursting flame damages Pokémon next to the target as well.,This move does damage to the Pokémon to the side of the target equal to 1/16th of their maximum Hit Points
159,https://www.serebii.net/attackdex-bw/flamecharge.shtml,Flame Charge,fire,physical,20,50,100,"The user cloaks itself with flame and attacks. Building up more power, it raises the user's Speed stat.",Raises user's SPEED one stage.
160,https://www.serebii.net/attackdex-bw/flamewheel.shtml,Flame Wheel,fire,physical,25,60,100,The user cloaks itself in fire and charges at the target. It may also leave the target with a burn.,May induce burn.
161,https://www.serebii.net/attackdex-bw/flamethrower.shtml,Flamethrower,fire,special,15,95,100,The target is scorched with an intense blast of fire. It may also leave the target with a burn.,May induce burn.
162,https://www.serebii.net/attackdex-bw/flareblitz.shtml,Flare Blitz,fire,physical,15,120,100,The user cloaks itself in fire and charges at the target. The user sustains serious damage and may leave the target burned.,User receives 1/3rd of damage in re-coil. May BURN opponent.
163,https://www.serebii.net/attackdex-bw/flash.shtml,Flash,normal,other,20,0,100,The user flashes a bright light that cuts the target's accuracy. It can also be used to illuminate caves.,Lowers opponent's ACCURACY one stage.
164,https://www.serebii.net/attackdex-bw/flashcannon.shtml,Flash Cannon,steel,special,10,80,100,The user gathers all its light energy and releases it at once. It may also lower the target's Sp. Def stat.,May lower opponent's SP. DEF one stage.
165,https://www.serebii.net/attackdex-bw/flatter.shtml,Flatter,dark,other,15,0,100,"Flattery is used to confuse the target. However, it also raises the target's Sp. Atk stat.",Induces CONFUSE. Raises opponent's SP. ATK two stages.
166,https://www.serebii.net/attackdex-bw/fling.shtml,Fling,dark,physical,10,1,100,The user flings its held item at the target to attack. Its power and effects depend on the item.,"As the Base Power can get up to 130, it adds major strategy possibilities, especially on Dark Type Pokémon which get the Same Type Attack Bonus from this move. Causing 195 Base Power maximumThere are several Base Power possibilities for the items. As every item is capable of being thrown, the lists are quite extensive so use this table to navigate to see what item corresponds to the power:Fling lists102030405060708090100130However, that is not the only thing that Fling can do. Several items have got added effects. Below are those items, their effects and their Base Power.PictureNameEffectFling DamageFling EffectFlame OrbAn item to be held by a Pokémon. It is a bizarre orb that inflicts a burn on the holder in battle.30Burns opponentKing's RockAn item to be held by a Pokémon. It may cause the foe to flinch when the holder inflicts damage.30If hits before Opponent moves, the opponent flinchesLight BallAn item to be held by PIKACHU. It is a puzzling orb that raises the Attack and Sp. Atk stat.30Paralyses opponentMental HerbAn item to be held by a Pokémon. It snaps the holder out of infatuation. It can be used only once.10Cures Infatuation on opponentPoison BarbAn item to be held by a Pokémon. It is a small, poisonous barb that ups the power of Poison-type moves.70Poisons opponentRazor FangAn item to be held by a Pokémon. It may cause the foe to flinch when the holder inflicts damage.30If hits before Opponent moves, the opponent flinchesToxic OrbAn item to be held by a Pokémon. It is a bizarre orb that badly poisons the holder in battle.30Badly Poisons opponentWhite HerbAn item to be held by a Pokémon. It restores any lowered stat in battle. It can be used only once.10Restores Stat Changes on opponentCheri BerryIt may be used or held by a Pokémon to recover from paralysis.10Opponent recovers from ParalysisChesto BerryIt may be used or held by a Pokémon to recover from sleep.10Opponent recovers from SleepPecha BerryIt may be used or held by a Pokémon to recover from poison.10Opponent recovers from PoisonRawst BerryIt may be used or held by a Pokémon to recover from a burn.10Opponent recovers from BurnAspear BerryIt may be used or held by a Pokémon to defrost it. 10Opponent recovers from being FrozenLeppa BerryIt may be used or held by a Pokémon to restore a move's PP by 10.10Restores PP of a random move of the opponent by 10Oran BerryIt may be used or held by a Pokémon to heal the user by just 10 HP.10Heals Opponent by 10HPPersim BerryIt may be used or held by a Pokémon to recover from confusion.10Opponent recovers from ConfusionLum BerryIt may be used or held by a Pokémon to recover from any status problem.10Opponent recovers from any status problemSitrus BerryIt may be used or held by a Pokémon to heal the user's HP a little.10Opponent recovers 25% of target's HPFigy BerryIf held by a Pokémon, it restores the user's HP in a pinch, but will cause confusion if it hates spicy food.10Opponent recovers HP but ConfusesWiki BerryIf held by a Pokémon, it restores the user's HP in a pinch, but will cause confusion if it hates dry food.10Opponent recovers HP but ConfusesMago BerryIf held by a Pokémon, it restores the user's HP in a pinch, but will cause confusion if it hates sweet food.10Opponent recovers HP but ConfusesAguav BerryIf held by a Pokémon, it restores the user's HP in a pinch, but will cause confusion if it hates bitter food.10Opponent recovers HP but ConfusesIapapa BerryIf held by a Pokémon, it restores the user's HP in a pinch, but may cause confusion if it hates sour food.10Opponent recovers HP but ConfusesLiechi BerryIf held by a Pokémon, it raises its Attack stat in a pinch.10Opponent raises Attack one stageGanlon BerryIf held by a Pokémon, it raises its Defense stat in a pinch.10Opponent raises Defense one stageSalac BerryIf held by a Pokémon, it raises its Speed stat in a pinch.10Opponent raises Speed one stagePetaya BerryIf held by a Pokémon, it raises its Sp. Atk stat in a pinch.10Opponent raises Special Attack one stageApicot BerryIf held by a Pokémon, it raises its Sp. Def stat in a pinch.10Opponent raises Special Defense one stageLansat BerryIf held by a Pokémon, it raises its critical-hit ratio in a pinch.10Opponent raises Critical Hit Ratio one stageStarf BerryIf held by a Pokémon, it sharply raises one of its stats in a pinch.10Opponent raises a random stat one stageMicle BerryIf held by a Pokémon, it raises the accuracy of a move just once in a pinch.10Opponent raises Accuracy one stage"
167,https://www.serebii.net/attackdex-bw/fly.shtml,Fly,flying,physical,15,90,95,"The user soars, then strikes its target on the second turn. It can also be used for flying to any familiar town.","The user is protected the first turn, attacks the second turn."
168,https://www.serebii.net/attackdex-bw/focusblast.shtml,Focus Blast,fighting,special,5,120,70,The user heightens its mental focus and unleashes its power. It may also lower the target's Sp. Def.,May lower opponent's SP. DEF one stage.
169,https://www.serebii.net/attackdex-bw/focusenergy.shtml,Focus Energy,normal,other,30,0,0,The user takes a deep breath and focuses so that critical hits land more easily.,Increases user's critical hit rate.
170,https://www.serebii.net/attackdex-bw/focuspunch.shtml,Focus Punch,fighting,physical,20,150,100,The user focuses its mind before launching a punch. It will fail if the user is hit before it is used.,User flinches if hit before attacking.
171,https://www.serebii.net/attackdex-bw/followme.shtml,Follow Me,normal,other,20,0,0,"The user draws attention to itself, making all targets take aim only at the user.",Opponent only attacks the user. Best used in 2VS2 battles.
172,https://www.serebii.net/attackdex-bw/forcepalm.shtml,Force Palm,fighting,physical,10,60,100,The target is attacked with a shock wave. It may also leave the target with paralysis.,May induce paralysis.
173,https://www.serebii.net/attackdex-bw/foresight.shtml,Foresight,normal,other,40,0,0,Enables a Ghost-type target to be hit by Normal- and Fighting-type attacks. It also enables an evasive target to be hit.,Resets opponent's EVASIVENESS.
174,https://www.serebii.net/attackdex-bw/foulplay.shtml,Foul Play,dark,physical,15,95,100,"The user turns the target's power against it. The higher the target's Attack stat, the greater the damage.",No effect.
175,https://www.serebii.net/attackdex-bw/freezeshock.shtml,Freeze Shock,ice,physical,5,140,90,"On the second turn, the user hits the target with electrically charged ice. It may leave the target with paralysis.",May induce paralysis.
176,https://www.serebii.net/attackdex-bw/frenzyplant.shtml,Frenzy Plant,grass,special,5,150,90,The user slams the target with an enormous tree. The user can't move on the next turn.,User cannot attack on the next turn.
177,https://www.serebii.net/attackdex-bw/frostbreath.shtml,Frost Breath,ice,special,10,40,90,The user blows a cold breath on the target. This attack always results in a critical hit.,Inflicts a Critical Hit
178,https://www.serebii.net/attackdex-bw/frustration.shtml,Frustration,normal,physical,20,1,100,A full-power attack that grows more powerful the less the user likes its Trainer.,"Frustration is the move that utilises the Happiness in the negative light, by rewarding the amount the Pokémon hates the trainer. It also is a Normal Type Physical Attack with 20PP and 100% accuracy and its power is calculated by the following means:   Base Power = (255 - Pokémon Happiness) / 2.5This gives a maximum result of 102 and a minimum result of 1"
179,https://www.serebii.net/attackdex-bw/furyattack.shtml,Fury Attack,normal,physical,20,15,85,The target is jabbed repeatedly with a horn or beak two to five times in a row.,Attacks 2-5 times in a row.
180,https://www.serebii.net/attackdex-bw/furycutter.shtml,Fury Cutter,bug,physical,20,20,95,The target is slashed with scythes or claws. Its power increases if it hits in succession.,Move's power raises if it hits.
181,https://www.serebii.net/attackdex-bw/furyswipes.shtml,Fury Swipes,normal,physical,15,18,80,The target is raked with sharp claws or scythes for two to five times in quick succession.,Attacks 2-5 times in a row.
182,https://www.serebii.net/attackdex-bw/fusionbolt.shtml,Fusion Bolt,electric,physical,5,100,100,The user throws down a giant thunderbolt. This attack does greater damage when influenced by an enormous flame.,"This move, if Fusion Flare has just been used this turn, will do double the damage."
183,https://www.serebii.net/attackdex-bw/fusionflare.shtml,Fusion Flare,fire,special,5,100,100,The user brings down a giant flame. This attack does greater damage when influenced by an enormous thunderbolt.,"This move, if Fusion Bolt has just been used this turn, will do double the damage."
184,https://www.serebii.net/attackdex-bw/futuresight.shtml,Future Sight,psychic,special,10,100,100,"Two turns after this move is used, a hunk of psychic energy attacks the target.","This move causes damage to the opponent two turns after it is used. The damage given is typeless and cannot critical hit. It bypasses any Protection (Protect, Endure etc.) of the opponent on the turn it damages and if the opponent switches out, it hits the new Pokémon"
185,https://www.serebii.net/attackdex-bw/gastroacid.shtml,Gastro Acid,poison,other,10,0,100,The user hurls up its stomach acids on the target. The fluid eliminates the effect of the target's Ability.,
186,https://www.serebii.net/attackdex-bw/geargrind.shtml,Gear Grind,steel,physical,15,50,85,The user attacks by throwing two steel gears at its target.,Attacks twice in a row.
187,https://www.serebii.net/attackdex-bw/gigadrain.shtml,Giga Drain,grass,special,10,75,100,A nutrient-draining attack. The user's HP is restored by half the damage taken by the target.,User recovers half the damage inflicted.
188,https://www.serebii.net/attackdex-bw/gigaimpact.shtml,Giga Impact,normal,physical,5,150,90,The user charges at the target using every bit of its power. The user must rest on the next turn.,User cannot attack on the next turn.
189,https://www.serebii.net/attackdex-bw/glaciate.shtml,Glaciate,ice,special,10,65,95,The user attacks by blowing freezing cold air at opposing Pokémon. This attack reduces the targets' Speed stat.,Lowers opponent's SPEED one stage.
190,https://www.serebii.net/attackdex-bw/glare.shtml,Glare,normal,other,30,0,90,The user intimidates the target with the pattern on its belly to cause paralysis.,Induces paralysis
191,https://www.serebii.net/attackdex-bw/grassknot.shtml,Grass Knot,grass,special,20,1,100,"The user snares the target with grass and trips it. The heavier the target, the greater the damage.","This attack's power is based on your target's weight. This alone determines how strong, or how weak the attack is going to be. With as little as 20 Base Power, it can go as high as 120, making it a very powerful attack if used against the right team. Below is the set up of how it is calculatedWeightBase PowerUnder 10kgUnder 22lbs2010.1kg - 25kg22.1lbs - 55lbs4025.1kg - 50kg55.1lbs - 110lbs6050.1kg - 100kg110.1lbs - 220lbs80100.1kg - 200kg220.1lbs - 440lbs100Over 200kgOver 440lbs120"
192,https://www.serebii.net/attackdex-bw/grasspledge.shtml,Grass Pledge,grass,special,10,50,100,"A column of grass hits opposing Pokémon. When used with its water equivalent, its damage increases into a vast swamp.","This move, if used in Double/Triple Battles with Water Pledge, will create a marsh which reduces the speed of all opponents by 50% for four turns.
This move, if used in Double/Triple Battles with Fire Pledge, will damage the opponents by 1/8th of their total Hit Points for four turns. If the opponents are of the Fire-Type, they don't receive damage"
193,https://www.serebii.net/attackdex-bw/grasswhistle.shtml,Grasswhistle,grass,other,15,0,55,The user plays a pleasant melody that lulls the target into a deep sleep.,Induces sleep.
194,https://www.serebii.net/attackdex-bw/gravity.shtml,Gravity,psychic,other,5,0,0,"Gravity is intensified for five turns, making moves involving flying unusable and negating Levitate.",Removes Ground-type resistance. Prevents certain moves from being used. Lowers all Pokémon's EVASION two stage
195,https://www.serebii.net/attackdex-bw/growl.shtml,Growl,normal,other,40,0,100,"The user growls in an endearing way, making the opposing team less wary. The foes' Attack stats are lowered.",Lowers opponent's ATTACK one stage.
196,https://www.serebii.net/attackdex-bw/growth.shtml,Growth,normal,other,40,0,0,"The user's body grows all at once, raising the Attack and Sp. Atk stats.","This move increases Attack & Special Attack one stage in standard weather. However, if Sunny Day or Drought has been used and Growth is then used, the Pokémon's Attack & Special Attack is increased by two stages"
197,https://www.serebii.net/attackdex-bw/grudge.shtml,Grudge,ghost,other,5,0,0,"If the user faints, the user's grudge fully depletes the PP of the opponent's move that knocked it out.","If the user faints, deletes the PP of opponent's last move."
198,https://www.serebii.net/attackdex-bw/guardsplit.shtml,Guard Split,psychic,other,10,0,0,The user employs its psychic power to average its Defense and Sp. Def stats with those of its target's.,No effect.
199,https://www.serebii.net/attackdex-bw/guardswap.shtml,Guard Swap,psychic,other,10,0,0,The user employs its psychic power to switch changes to its Defense and Sp. Def with the target.,Switches user's DEFENSE & SP. DEF stat increases with opponent.
200,https://www.serebii.net/attackdex-bw/guillotine.shtml,Guillotine,normal,physical,5,1,30,"A vicious, tearing attack with big pincers. The target will faint instantly if this attack hits.",May cause one-hit KO.
201,https://www.serebii.net/attackdex-bw/gunkshot.shtml,Gunk Shot,poison,physical,5,120,70,The user shoots filthy garbage at the target to attack. It may also poison the target.,May induce poison.
202,https://www.serebii.net/attackdex-bw/gust.shtml,Gust,flying,special,35,40,100,A gust of wind is whipped up by wings and launched at the target to inflict damage.,Hits even if opponent is using FLY.
203,https://www.serebii.net/attackdex-bw/gyroball.shtml,Gyro Ball,steel,physical,5,1,100,"The user tackles the target with a high-speed spin. The slower the user, the greater the damage.","This attack's Base Power is anything from 1 up to 150 making it a very powerful attack to be used. However, this is completely dependant on your Pokémon's Speed as well as the Speed of your target. First, the user & targets speeds are claculated. Their Speed Stat is taken into account as well as other effects such as previous attack effects that my have raised or lowered speed, whether the Pokémon is Paralyzed and whether or not it is holding an item that lowers Speed such as the Power Items used to train EVs or an Iron ball.With these statistics now calculated, a simple equation is made to determine the base power of the attackBase Power = 25 * (TargetSpeed / UserSpeed)With this equation, it is very easy to see that if the user has a considerably lower speed, due to being a slow Pokémon or just being unlucky and having had loads of attacks that have lowered speed used on it as well as being Paralyzed and holding an Iron Ball, it will do considerable damage. However, even if the Base Power calculation obtains an amount that is greater than 150, you will never have more than that."
204,https://www.serebii.net/attackdex-bw/hail.shtml,Hail,ice,other,10,0,0,The user summons a hailstorm lasting five turns. It damages all Pokémon except the Ice type.,Causes Hailstorm for 5 rounds.
205,https://www.serebii.net/attackdex-bw/hammerarm.shtml,Hammer Arm,fighting,physical,10,100,90,"The user swings and hits with its strong and heavy fist. It lowers the user's Speed, however.",Lowers user's SPEED one stage.
206,https://www.serebii.net/attackdex-bw/harden.shtml,Harden,normal,other,30,0,0,The user stiffens all the muscles in its body to raise its Defense stat.,Raises user's DEFENSE one stage.
207,https://www.serebii.net/attackdex-bw/haze.shtml,Haze,ice,other,30,0,0,The user creates a haze that eliminates every stat change among all the Pokémon engaged in battle.,Resets all ability stages.
208,https://www.serebii.net/attackdex-bw/headcharge.shtml,Head Charge,normal,physical,15,120,100,"The user charges its head into its target, using its powerful guard hair. It also damages the user a little.",User takes recoil damage equal to 25% of the damage inflicted.
209,https://www.serebii.net/attackdex-bw/headsmash.shtml,Head Smash,rock,physical,5,150,80,"The user attacks the target with a hazardous, full-power headbutt. The user also takes terrible damage.",User receives half the damage inflicted in recoil
210,https://www.serebii.net/attackdex-bw/headbutt.shtml,Headbutt,normal,physical,15,70,100,The user sticks out its head and attacks by charging straight into the target. It may also make the target flinch.,May cause opponent to flinch.
211,https://www.serebii.net/attackdex-bw/healbell.shtml,Heal Bell,normal,other,5,0,0,The user makes a soothing bell chime to heal the status problems of all the party Pokémon.,Heals party's status problems.
212,https://www.serebii.net/attackdex-bw/healblock.shtml,Heal Block,psychic,other,15,0,100,"For five turns, the user prevents the opposing team from using any moves, Abilities, or held items that recover HP.",
213,https://www.serebii.net/attackdex-bw/healorder.shtml,Heal Order,bug,other,10,0,0,The user calls out its underlings to heal it. The user regains up to half of its max HP.,User recovers half the maximum HP.
214,https://www.serebii.net/attackdex-bw/healpulse.shtml,Heal Pulse,psychic,other,10,0,0,The user emits a healing pulse which restores the target's HP by up to half of its max HP.,Restores the opponent's HP by up to half of maximum.
215,https://www.serebii.net/attackdex-bw/healingwish.shtml,Healing Wish,psychic,other,10,0,0,"The user faints. In return, the Pokémon taking its place will have its HP restored and status cured.",Recovers Pokémon switched in if user is Knocked Out.
216,https://www.serebii.net/attackdex-bw/heartstamp.shtml,Heart Stamp,psychic,physical,25,60,100,The user unleashes a vicious blow after its cute act makes the target less wary. It may also make the target flinch.,May cause opponent to flinch.
217,https://www.serebii.net/attackdex-bw/heartswap.shtml,Heart Swap,psychic,other,10,0,0,The user employs its psychic power to switch stat changes with the target.,Switches user's stat increases with opponent.
218,https://www.serebii.net/attackdex-bw/heatcrash.shtml,Heat Crash,fire,physical,10,1,100,"The user slams its target with its flame- covered body. The more the user outweighs the target, the greater the damage.","Heat Crash works on a similar manner to Grass Knot & Low Kick, but instead factor in both the user's weight and the opponent's weight and as such, can be mercilessly manipulated using the above weight manipulation methodsThese moves have got a set amount of Power in which it can inflict, all within a special band, not of weights, but of percentages in comparsion to your weight and your opponent's weight. The set-up is as follows.Target's WeightBase Power50+% of user's weight4033-50% of user's weight6025-33% of user's weight8020-25% of user's weight100Less than 20% of user's weight120"
219,https://www.serebii.net/attackdex-bw/heatwave.shtml,Heat Wave,fire,special,10,100,90,The user attacks by exhaling hot breath on the opposing team. It may also leave targets with a burn.,May induce burn.
220,https://www.serebii.net/attackdex-bw/heavyslam.shtml,Heavy Slam,steel,physical,10,1,100,"The user slams into the target with its heavy body. The more the user outweighs the target, the greater its damage.","Heavy Slam works on a similar manner to Grass Knot & Low Kick, but instead factor in both the user's weight and the opponent's weight and as such, can be mercilessly manipulated using the above weight manipulation methodsThese moves have got a set amount of Power in which it can inflict, all within a special band, not of weights, but of percentages in comparsion to your weight and your opponent's weight. The set-up is as follows.Target's WeightBase Power50+% of user's weight4033-50% of user's weight6025-33% of user's weight8020-25% of user's weight100Less than 20% of user's weight120"
221,https://www.serebii.net/attackdex-bw/helpinghand.shtml,Helping Hand,normal,other,20,0,0,The user assists an ally by boosting the power of its attack.,Boosts receiver's attacks. Best used in 2VS2 battles.
222,https://www.serebii.net/attackdex-bw/hex.shtml,Hex,ghost,special,10,50,100,This relentless attack does massive damage to a target affected by status problems.,Doubles damage when targed is afflicted with a status condition
223,https://www.serebii.net/attackdex-bw/hijumpkick.shtml,Hi Jump Kick,fighting,physical,10,130,90,"The target is attacked with a knee kick from a jump. If it misses, the user is hurt instead.","If attack misses, user takes 1/2 HP of damage"
224,https://www.serebii.net/attackdex-bw/hiddenpower.shtml,Hidden Power,normal,special,15,1,100,A unique attack that varies in type and intensity depending on the Pokémon using it.,Power and type depend on user's IVs.
225,https://www.serebii.net/attackdex-bw/honeclaws.shtml,Hone Claws,dark,other,15,0,0,The user sharpens its claws to boost its Attack stat and accuracy.,Raises user's ATTACK & ACCURACY stats one stage.
226,https://www.serebii.net/attackdex-bw/hornattack.shtml,Horn Attack,normal,physical,25,65,100,The target is jabbed with a sharply pointed horn to inflict damage.,No effect.
227,https://www.serebii.net/attackdex-bw/horndrill.shtml,Horn Drill,normal,physical,5,1,30,"The user stabs the target with a horn that rotates like a drill. If it hits, the target faints instantly.",May cause one-hit KO.
228,https://www.serebii.net/attackdex-bw/hornleech.shtml,Horn Leech,grass,physical,10,75,100,The user drains the target's energy with its horns. The user's HP is restored by half the damage taken by the target.,User recovers half the damage inflicted.
229,https://www.serebii.net/attackdex-bw/howl.shtml,Howl,normal,other,40,0,0,"The user howls loudly to raise its spirit, boosting its Attack stat.",Raises user's ATTACK one stage.
230,https://www.serebii.net/attackdex-bw/hurricane.shtml,Hurricane,flying,special,10,120,70,The user attacks by wrapping its opponent in a fierce wind that flies up into the sky. It may also confuse the target.,"This move has different accuracies depending upon the weather. In Rain, it has an accuracy of 100%. In Sunshine, it has an accuracy of 50%. In all other weather states, it has an accuracy of 70%."
231,https://www.serebii.net/attackdex-bw/hydrocannon.shtml,Hydro Cannon,water,special,5,150,90,"The target is hit with a watery blast. The user must rest on the next turn, however.",User cannot attack on the next turn.
232,https://www.serebii.net/attackdex-bw/hydropump.shtml,Hydro Pump,water,special,5,120,80,The target is blasted by a huge volume of water launched under great pressure.,No effect.
233,https://www.serebii.net/attackdex-bw/hyperbeam.shtml,Hyper Beam,normal,special,5,150,90,The target is attacked with a powerful beam. The user must rest on the next turn to regain its energy.,User cannot attack on the next turn.
234,https://www.serebii.net/attackdex-bw/hyperfang.shtml,Hyper Fang,normal,physical,15,80,90,The user bites hard on the target with its sharp front fangs. It may also make the target flinch.,May cause opponent to flinch.
235,https://www.serebii.net/attackdex-bw/hypervoice.shtml,Hyper Voice,normal,special,10,90,100,The user lets loose a horribly echoing shout with the power to inflict damage.,No effect.
236,https://www.serebii.net/attackdex-bw/hypnosis.shtml,Hypnosis,psychic,other,20,0,60,The user employs hypnotic suggestion to make the target fall into a deep sleep.,Induces sleep.
237,https://www.serebii.net/attackdex-bw/iceball.shtml,Ice Ball,ice,physical,20,30,90,The user continually rolls into the target over five turns. It becomes stronger each time it hits.,Uses the same move for 5 turns; move's power raises if it hits.
238,https://www.serebii.net/attackdex-bw/icebeam.shtml,Ice Beam,ice,special,10,95,100,The target is struck with an icy-cold beam of energy. It may also freeze the target solid.,May induce freeze.
239,https://www.serebii.net/attackdex-bw/iceburn.shtml,Ice Burn,ice,special,5,140,90,"On the second turn, an ultracold, freezing wind surrounds the target. This may leave the target with a burn.",May induce burn.
240,https://www.serebii.net/attackdex-bw/icefang.shtml,Ice Fang,ice,physical,15,65,95,The user bites with cold-infused fangs. It may also make the target flinch or leave it frozen.,May FREEZE opponent or cause opponent to flinch.
241,https://www.serebii.net/attackdex-bw/icepunch.shtml,Ice Punch,ice,physical,15,75,100,The target is punched with an icy fist. It may also leave the target frozen.,May induce freeze.
242,https://www.serebii.net/attackdex-bw/iceshard.shtml,Ice Shard,ice,physical,30,40,100,The user flash freezes chunks of ice and hurls them at the target. This move always goes first.,Always strikes first.
243,https://www.serebii.net/attackdex-bw/iciclecrash.shtml,Icicle Crash,ice,physical,10,85,90,The user attacks by harshly dropping an icicle onto the target. It may also make the target flinch.,May cause opponent to flinch.
244,https://www.serebii.net/attackdex-bw/iciclespear.shtml,Icicle Spear,ice,physical,30,25,100,The user launches sharp icicles at the target. It strikes two to five times in a row.,Attacks 2-5 times in a row.
245,https://www.serebii.net/attackdex-bw/icywind.shtml,Icy Wind,ice,special,15,55,95,The user attacks with a gust of chilled air. It also reduces the targets' Speed stat.,May lower opponent's SPEED one stage.
246,https://www.serebii.net/attackdex-bw/imprison.shtml,Imprison,psychic,other,10,0,0,"If the opponents know any move also known by the user, the opponents are prevented from using it.",Opponent cannot use move that user knows.
